Date,AS51 Index,SX5E Index,MXEF Index,NKY Index,UKX Index,TX60AR Index,SPX Index,FNRET Index,I05500CA Index,I05510CA Index,LEATTREU Index,LECPTREU Index,LSG1TRGU Index,LC61TRGU Index,I38292JP Index,SPBJPCPT Index,I12877US Index,BEMUTRUU Index,BATY0 Index,BACR0 Index,LUATTRUU Index,LUACTRUU Index,LF98TRUU Index,LUMSTRUU Index
1/30/04,3271.997,2839.13,457.19,10783.61,4390.7,889.89,1131.13,#N/A N/A,108.8665,112.2252,137.657,138.7813,123.8149,133.91,#N/A N/A,87.052,122.5498,#N/A N/A,4462.054,4081.851,1338.69,1447.76,705.47,1190.05
2/27/04,3360.598,2893.18,477.73,11041.92,4492.2,916.98,1144.94,#N/A N/A,110.3387,113.8025,139.5145,140.6521,125.1186,134.95,#N/A N/A,87.321,123.1676,#N/A N/A,4526.031,4121.945,1355.28,1465.79,703.7,1200.08
3/31/04,3415.258,2787.49,482.06,11715.39,4385.7,891.01,1126.21,#N/A N/A,110.9268,114.2131,140.8544,142.0269,125.8933,135.43,#N/A N/A,86.95,125.9259,#N/A N/A,4566.396,4163.212,1368,1479.63,708.48,1205.34
4/30/04,3400.793,2787.48,441.3,11761.79,4489.7,854.99,1107.31,#N/A N/A,109.5991,113.092,139.3747,140.9,124.3672,134.07,#N/A N/A,86.841,121.4708,#N/A N/A,4513.852,4138.786,1324,1433.11,703.66,1183.88
5/31/04,3460.21,2749.62,431.26,11236.37,4430.7,870.95,1120.68,#N/A N/A,109.0068,112.2397,138.9905,140.5575,123.5453,132.66,#N/A N/A,86.993,120.9967,#N/A N/A,4557.376,4174.72,1319.45,1422.74,691.74,1181.29
6/30/04,3532.885,2811.08,432.2,11858.87,4464.1,890.26,1140.84,#N/A N/A,108.8258,112.097,139.4094,140.9352,124.6398,133.76,#N/A N/A,86.558,102.0604,#N/A N/A,4571.432,4192.405,1324.75,1429.02,701.66,1191.74
7/30/04,3536.142,2720.05,423.14,11325.78,4413.1,884.88,1101.72,#N/A N/A,109.813,113.1055,140.7053,142.2242,125.2329,134.45,#N/A N/A,86.463,103.7603,#N/A N/A,4592.178,4210.211,1337.36,1446.8,711.2,1202.42
8/31/04,3552.686,2670.79,439.75,11081.79,4459.3,879.01,1104.24,#N/A N/A,111.5375,114.9349,142.5835,144.2459,127.2689,136.97,#N/A N/A,87.244,106.9499,#N/A N/A,4662.678,4260.189,1365.02,1481.2,725.15,1220.96
9/30/04,3665.044,2726.3,464.15,10823.57,4570.8,912.42,1114.58,#N/A N/A,111.8587,115.3154,143.1846,144.9277,128.3693,138.72,#N/A N/A,87.614,108.5184,#N/A N/A,4697.021,4289.132,1368.53,1490.32,735.68,1222.82
10/29/04,3778.638,2811.72,474.27,10771.42,4624.2,940.34,1130.2,#N/A N/A,113.1806,116.6188,144.5377,146.123,129.6761,140.38,#N/A N/A,87.66,110.4191,#N/A N/A,4733.67,4317.56,1379.38,1504.87,748.97,1232.67
11/30/04,3931.318,2876.39,517.95,10899.25,4703.2,950.97,1173.82,#N/A N/A,113.8271,117.7764,146.167,147.5873,131.3712,142.83,#N/A N/A,87.839,111.8228,#N/A N/A,4789.236,4363.826,1360.85,1489.56,758,1229.6
12/31/04,4050.604,2951.01,542.17,11488.76,4814.3,973.9,1211.92,#N/A N/A,115.1886,119.3835,147.1691,148.4119,132.2697,143.98,#N/A N/A,87.997,113.4032,#N/A N/A,4784.749,4364.792,1374.34,1509.94,769.3,1238.26
1/31/05,4107.252,2984.59,542.28,11387.59,4852.3,964.75,1181.27,#N/A N/A,116.3536,120.5047,149.0772,150,132.0246,144.72,#N/A N/A,88.328,114.2529,#N/A N/A,4785.627,4372.028,1384.37,1521.97,768.3,1244.85
2/28/05,4172.752,3058.32,588.68,11740.6,4968.5,1014.21,1203.6,#N/A N/A,116.2145,120.6493,148.1919,149.7415,131.6473,145.11,#N/A N/A,88.041,115.8601,#N/A N/A,4768.664,4368.095,1373.07,1512.9,779.6,1239.08
3/31/05,4109.826,3055.73,548.69,11668.95,4894.4,1019.87,1180.59,#N/A N/A,116.536,120.642,149.0602,149.9628,132.1427,144.1,#N/A N/A,88.494,114.752,#N/A N/A,4772.718,4379.496,1368.6,1492.85,756.93,1236.78
4/29/05,3983.169,2930.1,531.99,11008.9,4801.7,998.32,1156.85,#N/A N/A,118.061,121.9602,151.228,151.484,134.1099,145.29,#N/A N/A,88.767,115.6253,#N/A N/A,4855.242,4437.223,1392.66,1512.21,749.55,1250.47
5/31/05,4106.437,3076.7,548.15,11276.59,4964,1028.33,1191.5,#N/A N/A,120.087,123.9913,152.907,152.8045,136.4431,147.96,#N/A N/A,88.799,116.9657,#N/A N/A,4910.565,4475.964,1409.67,1533,762.86,1260.32
6/30/05,4277.494,3181.54,565.17,11584.01,5113.2,1066,1191.33,#N/A N/A,121.7966,125.93,154.604,154.3885,138.4089,150.75,#N/A N/A,89.099,118.6177,#N/A N/A,4939.446,4500.737,1418.31,1545.57,777.83,1264.89
7/29/05,4388.829,3326.51,602.56,11899.6,5282.3,1124.23,1234.18,#N/A N/A,121.287,125.7818,153.8787,154.0947,137.5541,150.47,#N/A N/A,88.784,119.2853,#N/A N/A,4958.554,4525.118,1399.08,1530.31,791.43,1258.55
8/31/05,4446.782,3263.78,606.23,12413.6,5296.9,1155.49,1220.33,#N/A N/A,122.82,127.3793,155.4394,155.42,139.4571,152.76,#N/A N/A,88.731,121.2705,#N/A N/A,4999.602,4559.965,1421.3,1553.74,792.94,1269.7
9/30/05,4641.163,3428.51,661.32,13574.3,5477.7,1195.82,1228.81,#N/A N/A,121.9249,126.3934,155.3189,155.2918,138.9394,152.14,#N/A N/A,88.342,122.642,#N/A N/A,4957.35,4546.697,1402.44,1528.65,785.03,1263.02
10/31/05,4459.666,3320.15,617.41,13606.5,5317.3,1130.02,1207.01,#N/A N/A,120.7346,125.1052,153.6548,153.7848,139.1239,151.79,#N/A N/A,88.165,121.4357,#N/A N/A,4959.901,4560.605,1391.47,1511,779.55,1254.22
11/30/05,4634.806,3447.07,667.99,14872.15,5423.2,1181.37,1249.48,#N/A N/A,122.0269,126.0196,153.5562,153.656,140.8768,153.93,#N/A N/A,88.517,123.1277,#N/A N/A,4999.066,4591.84,1398.22,1519.88,783.62,1258.3
12/30/05,4763.367,3578.93,706.48,16111.43,5618.8,1229.95,1248.29,#N/A N/A,123.1592,126.9291,155.059,154.2856,142.7603,156.18,#N/A N/A,88.408,125.2148,#N/A N/A,5049.825,4628.612,1412.71,1535.25,790.35,1270.61
1/31/06,4929.559,3691.41,783.77,16649.82,5760.3,1304.27,1280.09,#N/A N/A,122.0817,126.1897,153.9553,153.6942,143.8086,157.08,#N/A N/A,88.307,125.3341,#N/A N/A,5049.257,4644.408,1408.5,1532.02,802.96,1274.7
2/28/06,4921.347,3774.51,782.11,16205.43,5791.5,1279.73,1280.66,#N/A N/A,122.6355,126.529,154.2012,153.7875,143.9539,157.18,#N/A N/A,87.985,127.3769,#N/A N/A,5078.863,4669.858,1410.55,1538.94,808.32,1280.64
3/31/06,5129.708,3853.74,787.8,17059.66,5964.6,1327.87,1294.83,294.65,122.373,126.3519,152.0324,152.1633,141.7859,155.01,#N/A N/A,87.45,124.9878,#N/A N/A,5078.766,4681.194,1395.33,1517.25,813.16,1269.78
4/28/06,5258.803,3839.9,841.58,16906.23,6023.1,1334.05,1310.61,281.44,121.02,125.4899,150.7939,151.6447,139.8048,153.48,#N/A N/A,87.268,124.5313,#N/A N/A,5040.668,4664.69,1389.58,1511.94,818.17,1269.85
5/31/06,5001.671,3637.17,751,15467.33,5723.8,1281.63,1270.09,269.59,121.4667,125.9619,151.2307,152.1457,140.8428,154.33,#N/A N/A,87.424,123.6404,#N/A N/A,5059.972,4684.308,1390.04,1509.39,818.06,1267.44
6/30/06,5073.883,3648.92,747.54,15505.18,5833.4,1277.35,1270.2,276.94,120.9791,125.3482,150.7738,151.4162,139.9761,153.27,#N/A N/A,87.238,123.4089,#N/A N/A,5069.169,4693.514,1394.47,1511.29,815.19,1269.89
7/31/06,4985.998,3691.87,755.84,15456.81,5928.3,1305.89,1276.66,284.4,123.5623,127.7166,152.4419,152.985,141.8403,154.99,#N/A N/A,87.292,126.5012,#N/A N/A,5073.65,4699.636,1411.74,1533.37,823.17,1288.08
8/31/06,5115.439,3808.7,773.12,16140.76,5906.1,1336.75,1303.82,290.17,125.6116,129.8108,154.2576,154.4625,143.3556,156.42,#N/A N/A,88.333,129.0835,#N/A N/A,5131.622,4744.351,1432.46,1561.94,836.52,1306.8
9/29/06,5154.078,3899.41,778.16,16127.58,5960.8,1321.93,1335.85,299.65,126.9185,131.173,155.1805,155.0169,143.9564,157,#N/A N/A,88.396,129.871,#N/A N/A,5178.307,4779.986,1445.76,1579.83,848.38,1315.94
10/31/06,5384.382,4004.8,814.44,16399.39,6129.2,1382.41,1377.94,319.44,127.2721,131.6981,155.6215,155.5233,145.1857,158.61,#N/A N/A,88.361,131.5198,#N/A N/A,5164.476,4777.363,1453.1,1592.61,859.92,1325.48
11/30/06,5482.058,3987.23,874.08,16274.33,6048.8,1441.81,1400.63,335.16,128.6097,133.1949,156.4373,156.4415,145.3094,158.99,#N/A N/A,88.526,133.3127,#N/A N/A,5203.857,4812.614,1468.28,1615.96,874.37,1340.68
12/29/06,5669.867,4119.94,912.65,17225.83,6220.8,1465.66,1418.3,329.23,127.5843,132.4438,154.6796,155.1169,143.5129,157.36,#N/A N/A,88.548,133.7177,#N/A N/A,5171.142,4811.059,1456.21,1601.26,883.97,1336.99
1/31/07,5773.385,4178.54,901.48,17383.42,6203.1,1477.17,1438.24,363.05,127.2168,132.4984,153.9321,155.0674,141.4068,156.01,#N/A N/A,88.835,133.6355,#N/A N/A,5188.444,4838.377,1453.89,1601.38,893.84,1337.85
2/28/07,5832.53,4087.12,895.54,17604.12,6171.5,1471.73,1406.82,363.25,128.8836,134.2277,155.5105,156.6191,143.9144,158.81,#N/A N/A,88.983,136.1911,#N/A N/A,5261.343,4886.879,1478,1634.36,906.34,1354.35
3/30/07,5995.049,4181.03,929.03,17287.65,6308,1492.22,1420.86,358.7,128.516,133.7998,154.7777,156.2309,142.3011,157.05,#N/A N/A,89.078,135.9317,#N/A N/A,5239.405,4882.496,1477.28,1624.99,907.3,1357.92
4/30/07,6166.017,4392.34,969.93,17400.41,6449.2,1519.57,1482.37,361.56,128.7293,133.1043,154.6086,156.164,141.8246,156.94,#N/A N/A,89.256,137.4251,#N/A N/A,5273.189,4916.845,1484.89,1636.91,919.09,1364.62
5/31/07,6313.496,4512.65,1014.79,17875.75,6621.4,1600.19,1530.62,345.44,126.819,131.2251,152.8887,154.9697,140.3508,155.84,#N/A N/A,88.986,136.8716,#N/A N/A,5271.02,4925.195,1471.56,1620.55,925.96,1356.78
6/29/07,6274.932,4489.77,1059.69,18138.36,6607.9,1594.28,1503.35,303.79,126.5878,130.8737,151.9651,154.3639,138.5092,153.71,#N/A N/A,88.767,135.7487,#N/A N/A,5247.198,4912.509,1470.92,1612.62,909.33,1351.08
7/31/07,6144.166,4315.69,1112.77,17248.89,6360.1,1595.52,1455.28,280.49,127.1959,130.3575,154.1919,154.9556,142.2131,154.62,#N/A N/A,89.085,133.7313,#N/A N/A,5307.824,4931.429,1495.31,1616.35,877.13,1360.23
8/31/07,6247.202,4294.56,1086.98,16569.09,6303.3,1586.26,1473.99,306.06,128.3492,131.282,155.6379,155.4991,144.4194,155.09,#N/A N/A,89.713,134.7132,#N/A N/A,5363.017,4963.644,1518.75,1629.43,889.09,1376.24
9/28/07,6567.75,4381.71,1204.9,16785.69,6466.8,1637.65,1526.75,323.33,129.4418,131.646,155.6187,155.2895,144.4467,155.24,#N/A N/A,89.675,136.2157,#N/A N/A,5340.035,4970.587,1526.94,1641.98,912.36,1386.81
10/31/07,6754.145,4489.79,1337.45,16737.63,6721.6,1703.21,1549.38,319.21,130.2506,132.6561,156.7817,156.562,145.6945,156.96,#N/A N/A,90.098,137.3421,#N/A N/A,5350.978,4965.31,1538.95,1661.7,917.83,1400.82
11/30/07,6533.149,4394.95,1242.06,15680.67,6432.5,1604.8,1481.14,294.58,133.257,133.1124,157.8547,155.8993,148.3328,155.96,#N/A N/A,90.353,135.8924,#N/A N/A,5423.619,4953.889,1586.18,1671.65,897.92,1425.24
12/31/07,6339.836,4399.72,1245.59,15307.78,6456.9,1628.96,1468.36,266.77,133.8652,133.8259,157.2661,155.1512,150.9398,158.02,#N/A N/A,90.392,136.1285,#N/A N/A,5378.621,4963.018,1587.45,1674.29,900.54,1429.28
1/31/08,5650.265,3792.8,1088.72,13592.47,5879.8,1559.08,1378.55,260.31,134.8058,134.5693,161.1048,157.3232,151.6145,156.1,#N/A N/A,90.752,135.6446,#N/A N/A,5459.053,5004.762,1627.75,1691.33,888.52,1455.66
2/29/08,5572.088,3724.5,1167.66,13603.02,5884.3,1607.32,1330.63,247.68,137.0421,136.1236,161.9087,157.2695,151.9796,152.49,#N/A N/A,90.932,136.8992,#N/A N/A,5463.072,4953.061,1646.3,1693.21,876.4,1455.9
3/31/08,5355.686,3628.06,1104.58,12525.54,5702.1,1587.67,1322.7,270.73,139.2705,136.361,160.9102,154.6588,153.142,150.6,#N/A N/A,90.897,136.4167,#N/A N/A,5545.643,5007.742,1657.72,1671.7,873.38,1464.08
4/30/08,5595.406,3825.02,1191.53,13849.99,6087.3,1676.69,1385.59,285.84,138.0369,136.4817,159.9773,155.8527,150.6764,153.1,#N/A N/A,89.966,138.3703,#N/A N/A,5523.357,5034.511,1629.23,1686.99,911.02,1465.48
5/30/08,5654.704,3777.85,1210.04,14338.54,6053.5,1786.42,1400.38,280.45,137.5712,136.4759,157.8951,154.8817,148.3974,152.67,#N/A N/A,89.73,140.0334,#N/A N/A,5492.945,5054.522,1610.21,1670.89,914.31,1457.71
6/30/08,5215.307,3352.81,1087.12,13481.38,5625.9,1759.8,1280,248.13,137.7577,135.9584,156.2059,152.9739,147.3295,151.13,#N/A N/A,90.27,138.6196,#N/A N/A,5535.417,5053.673,1622.86,1660.2,888.75,1456.88
7/31/08,4977.367,3367.82,1041.86,13376.81,5411.9,1657.76,1267.38,242.35,138.8,137.129,159.2874,154.724,151.0289,153.28,#N/A N/A,90.512,137.1846,#N/A N/A,5634.126,5139.285,1629.72,1647.79,876.91,1454.85
8/29/08,5135.574,3365.63,956.25,13072.87,5636.6,1681.48,1282.83,250.96,140.4499,137.3493,161.2337,156.0606,154.3125,155.64,#N/A N/A,90.993,137.5008,#N/A N/A,5771.829,5236.925,1650.08,1659.64,879.98,1473.05
9/30/08,4600.52,3038.2,786.92,11259.86,4902.45,1450.09,1166.36,247.15,139.0759,133.445,162.0357,149.2531,154.2855,143.65,#N/A N/A,90.407,122.2336,#N/A N/A,5905.636,5212.911,1660.18,1530.7,809.78,1484.13
10/31/08,4017.96,2591.76,570.52,8576.98,4377.34,1215.83,968.75,155.75,139.6403,131.5333,163.5501,146.1815,154.802,136.99,#N/A N/A,90.547,89.6714,#N/A N/A,6022.567,5330.465,1658.35,1432.06,680.97,1465.48
11/28/08,3742.517,2430.31,526.97,8512.27,4288.01,1161.15,896.24,110.22,143.8003,133.1684,169.8359,148.4386,161.9313,139.1,#N/A N/A,90.625,96.3931,#N/A N/A,6236.216,5447.497,1746.36,1490.33,617.55,1523.05
12/31/08,3722.31,2447.62,567.04,8859.56,4434.17,1121.27,903.25,129.98,150.043,133.8786,171.8655,149.3191,170.5945,142.24,#N/A N/A,91.051,105.7507,#N/A N/A,6404.528,5494.789,1805.52,1591.62,665,1548.48
1/30/09,3540.712,2236.98,529.53,7994.05,4149.64,1085.93,825.88,104.42,146.7873,134.0984,169.9583,149.605,162.5395,136.2,#N/A N/A,90.826,111.0283,#N/A N/A,6439.133,5587.194,1752.87,1598.84,704.86,1551.41
2/27/09,3344.513,1976.23,499.3,7568.42,3830.09,1018.56,735.09,81.14,148.0761,135.4831,171.3705,148.9468,164.8466,135.2,#N/A N/A,90.872,107.648,#N/A N/A,6359.815,5541.803,1743.65,1567.39,682.99,1560.35
3/31/09,3582.146,2071.13,569.97,8109.53,3926.14,1104.15,797.87,81.17,150.7211,138.2955,173.4137,148.4845,169.2896,130.85,#N/A N/A,90.539,113.6294,#N/A N/A,6361.752,5488.031,1781.64,1560.91,704.77,1582.47
4/30/09,3780.459,2375.34,662.73,8828.26,4243.71,1184.45,872.81,115.64,148.4159,140.2614,174.432,152.8404,167.0395,133.13,#N/A N/A,90.635,120.8764,#N/A N/A,6349.422,5527.803,1749.14,1615.1,790.08,1586.97
5/29/09,3817.966,2451.24,773.12,9522.5,4417.94,1327.7,919.14,115.15,146.1937,142.8849,172.3249,156.408,165.4294,139.2,#N/A N/A,91.092,131.549,#N/A N/A,6206.829,5580.507,1731.49,1678.15,843.24,1591.61
6/30/09,3954.892,2401.69,761.3,9958.44,4249.21,1326.17,919.32,111.12,147.3163,146.0639,174.4622,159.8974,166.979,145.21,#N/A N/A,91.809,135.6102,#N/A N/A,6142.33,5580.642,1727.82,1723.99,867.39,1593.6
7/31/09,4243.979,2638.13,844.02,10356.83,4608.36,1380.94,987.48,118.34,146.6903,149.3581,177.5159,165.4182,165.5645,150.22,#N/A N/A,92.04,142.9849,#N/A N/A,6132.275,5628.331,1735.05,1798.42,920.18,1606.64
8/31/09,4479.134,2775.17,839.46,10492.53,4908.9,1379.52,1020.63,137.91,147.9483,151.2916,178.3887,167.326,171.9693,159.01,#N/A N/A,92.594,148.9767,#N/A N/A,6182.726,5672.257,1750.5,1831.4,937.34,1617.37
9/30/09,4743.639,2872.63,914.05,10133.23,5133.9,1442.36,1057.08,146.01,148.7809,152.4474,179.4677,169.8783,172.2791,161.87,#N/A N/A,92.862,154.7839,#N/A N/A,6219.312,5728.641,1764.12,1863.91,990.72,1630.37
10/30/09,4643.231,2743.5,914.26,10034.74,5044.55,1375.33,1036.2,139.45,148.3611,153.9922,179.6536,171.3359,171.7877,163.04,#N/A N/A,92.879,156.0482,#N/A N/A,6202.813,5751.128,1763.26,1877.01,1008.5,1642.02
11/30/09,4701.35,2797.25,953.13,9345.55,5190.68,1447.61,1095.63,147.01,150.2989,155.7595,180.8387,172.8518,173.3963,165.1,#N/A N/A,93.671,159.8685,#N/A N/A,6316.998,5817.911,1787.81,1903.86,1018.66,1663.08
12/31/09,4870.642,2964.96,989.47,10546.44,5412.88,1479.42,1115.1,158.02,147.5998,154.3059,179.2576,172.7774,168.5657,163.14,#N/A N/A,93.968,159.4991,#N/A N/A,6260.347,5830.298,1741.11,1889,1052.08,1639.67
1/29/10,4569.619,2776.83,933.59,10198.04,5188.52,1386.76,1073.87,147.61,150.1452,158.0143,180.1803,175.5943,169.8388,168.16,#N/A N/A,94.119,162.4404,#N/A N/A,6346.585,5894.855,1768.63,1919.82,1065.39,1661.42
2/26/10,4637.717,2728.47,935.93,10126.03,5354.52,1457.4,1104.49,161.36,150,158.3502,182.3802,176.5986,169.1595,167.14,#N/A N/A,94.301,163.7638,#N/A N/A,6359.663,5932.625,1775.62,1926.64,1067.25,1664.37
3/31/10,4875.516,2931.16,1010.33,11089.94,5679.64,1517.26,1169.43,174.73,148.9431,157.669,183.465,178.4234,170.6602,170.92,#N/A N/A,94.236,167.9215,#N/A N/A,6303.895,5931.282,1760.58,1932.4,1100.71,1664.92
4/30/10,4807.368,2816.86,1020.03,11057.4,5553.29,1540.75,1186.69,185.42,149.2439,157.1798,182.2462,179.4535,171.703,172,#N/A N/A,94.851,170.6153,#N/A N/A,6337.285,5971.073,1779.03,1967.57,1126.51,1674.95
5/31/10,4429.674,2610.26,926.4,9768.7,5188.43,1490.86,1089.41,174.32,152.5656,157.8597,185.0017,178.4776,175.9659,170.99,#N/A N/A,95.063,164.9962,#N/A N/A,6466.469,6029.8,1809.46,1956.73,1086.03,1693.71
6/30/10,4301.505,2573.32,917.99,9382.64,4916.87,1430.89,1030.71,163.55,154.4755,160.523,183.6546,178.895,178.6685,172.46,#N/A N/A,95.479,170.0695,#N/A N/A,6561.219,6086.739,1843.06,1998.43,1099.55,1712.72
7/30/10,4493.48,2742.14,991.41,9537.3,5258.02,1484.35,1101.6,180.15,154.5909,161.9595,185.3001,181.0721,178.2294,175.13,#N/A N/A,95.759,176.04,#N/A N/A,6562.019,6125.935,1855.63,2037.58,1138.65,1727.41
8/31/10,4404.232,2622.95,970.05,8824.06,5225.22,1506.32,1049.33,178.64,157.8759,164.0741,190.1675,184.4972,186.4356,182.91,#N/A N/A,96.206,178.7699,#N/A N/A,6694.358,6206.963,1892.89,2077.99,1139.06,1730.07
9/30/10,4582.909,2747.9,1075.53,9369.35,5548.62,1555.8,1141.2,186.14,158.532,165.9248,187.9344,183.9919,185.378,182.4,#N/A N/A,96.307,181.7543,#N/A N/A,6629.351,6176.843,1893.29,2092.52,1173.38,1723.47
10/29/10,4661.595,2844.99,1105.75,9202.45,5675.16,1587.83,1183.26,196.75,158.3852,166.035,186.9673,183.9027,182.7452,182.51,#N/A N/A,96.362,183.4955,#N/A N/A,6609.2,6214.556,1890.3,2094.99,1203.68,1740.35
11/30/10,4584.427,2650.99,1075.85,9937.04,5528.27,1619.63,1180.55,197.49,156.773,164.3113,182.2121,181.4114,181.5979,177.03,#N/A N/A,95.863,181.9479,#N/A N/A,6589.75,6222.556,1877.09,2077.99,1189.62,1737.22
12/31/10,4745.24,2792.82,1151.38,10228.92,5899.94,1684.21,1257.64,202.94,156.6732,164.9299,181.2959,180.9793,181.2752,177.58,#N/A N/A,96.16,181.9763,#N/A N/A,6583.197,6242.089,1843.32,2058.93,1211.19,1727.67
1/31/11,4753.918,2953.63,1119.08,10237.92,5862.94,1708.95,1286.12,204.38,155.62,165.2176,180.468,180.1875,177.7475,177.38,#N/A N/A,95.999,182.4362,#N/A N/A,6638.637,6308.31,1842.86,2063.03,1237.91,1728.56
2/28/11,4831.659,3013.09,1107.77,10624.09,5994.01,1786.89,1327.22,216.79,155.6845,165.8719,180.3649,181.6371,179.0503,179.4,#N/A N/A,95.906,184.1707,#N/A N/A,6660.655,6342.746,1841.49,2079.38,1254.13,1732.9
3/31/11,4837.884,2910.91,1170.87,9755.1,5908.76,1782.36,1325.83,210.49,155.8486,165.2237,179.2476,181.0371,179.7829,180.52,#N/A N/A,95.553,186.0474,#N/A N/A,6699.118,6390.388,1840.37,2076.6,1258.19,1737.73
4/29/11,4823.241,3011.25,1204.03,9849.74,6069.9,1761.35,1363.61,223.78,157.0209,167.0321,180.3759,182.827,183.2633,184.89,#N/A N/A,95.596,188.0553,#N/A N/A,6731.584,6423.589,1861.6,2112.31,1277.69,1756.8
5/31/11,4708.298,2861.92,1167.97,9693.73,5989.99,1744.33,1345.2,226.1,159.4171,169.296,182.0528,184.4909,185.6261,185.73,#N/A N/A,95.698,189.2487,#N/A N/A,6815.033,6490.299,1890.67,2142.82,1283.92,1775.67
6/30/11,4607.966,2848.53,1146.22,9816.09,5945.71,1694.11,1320.64,220.34,159.4433,169.2805,181.4125,183.6797,184.4552,183.64,#N/A N/A,95.432,188.1596,#N/A N/A,6857.624,6524.228,1884.28,2124.04,1271.42,1777.33
7/29/11,4424.646,2670.37,1137.73,9833.03,5815.19,1629.32,1292.28,224.45,162.6276,172.2446,181.5923,185.8565,190.9284,188.43,#N/A N/A,95.865,191.8431,#N/A N/A,6997.439,6600.957,1918.62,2177.6,1286.16,1793.85
8/31/11,4296.548,2302.08,1033.15,8955.2,5394.53,1620.38,1218.89,212.37,165.5935,172.2315,186.9505,183.4548,193.8912,184.21,#N/A N/A,96.083,187.6466,#N/A N/A,7167.733,6669.863,1971.91,2179.02,1234.68,1816.19
9/30/11,4008.599,2179.66,880.43,8700.29,5128.48,1489.31,1131.42,191.28,168.8779,174.6888,188.3876,181.2333,200.8735,183.08,#N/A N/A,96.037,176.2243,#N/A N/A,7232.515,6699.379,2006.35,2184.58,1194.32,1819.29
10/31/11,4298.117,2385.22,995,8988.39,5544.22,1561.65,1253.3,220.41,167.777,174.3685,184.7221,184.7017,203.421,188.22,#N/A N/A,95.469,187.6726,#N/A N/A,7176.619,6698.89,1989.99,2223.63,1265.89,1819.24
11/30/11,4119.818,2330.43,928.32,8434.61,5505.42,1558.58,1246.96,212.39,169.1671,174.5024,180.2497,179.0468,207.9175,184.29,#N/A N/A,95.467,182.7259,#N/A N/A,7396.639,6784.794,2004.84,2180.05,1238.6,1822.55
12/30/11,4056.56,2316.55,916.39,8455.35,5572.28,1531.3,1257.61,219.73,171.506,177.1937,187.3833,183.6687,211.5156,189.16,#N/A N/A,95.672,184.6997,#N/A N/A,7467.806,6813.467,2024.21,2226.65,1271.5,1835.33
1/31/12,4262.682,2416.66,1019.39,8802.51,5681.61,1598.24,1312.41,234.94,171.8429,178.8105,190.9213,189.0663,212.5597,194.38,#N/A N/A,96.175,191.6318,#N/A N/A,7477.076,6857.319,2032.77,2275.95,1310.11,1842.81
2/29/12,4298.549,2512.11,1079.44,9723.24,5871.51,1621.8,1365.68,236.56,170.9969,179.0465,194.3217,192.5024,209.5793,196.65,#N/A N/A,96.374,197.0545,#N/A N/A,7402.076,6861.316,2018.29,2295.11,1341.22,1844.51
3/30/12,4335.242,2477.28,1041.45,10083.56,5768.45,1601.02,1408.47,249.89,170.3886,179.8058,194.4037,194.1453,207.748,196.57,#N/A N/A,96.421,198.1094,#N/A N/A,7441.368,6936.62,1998.04,2272.94,1339.35,1845.71
4/30/12,4396.578,2306.43,1026.02,9520.89,5737.78,1588.33,1397.91,260.16,170.7991,179.5096,194.0127,194.3787,208.6589,196,#N/A N/A,96.76,199.5548,#N/A N/A,7596.707,7016.518,2027.1,2304.67,1353.37,1857.68
5/31/12,4076.258,2118.94,906.3,8542.73,5320.86,1493.21,1310.33,247.2,174.4762,181.2615,196.3937,194.6231,218.2081,199.54,#N/A N/A,97.069,194.1698,#N/A N/A,7881.158,7167.568,2061.85,2322.07,1335.7,1863.56
6/29/12,4094.633,2264.72,937.35,9006.78,5571.15,1515.07,1362.16,262.11,174.5488,181.6038,194.8392,194.1763,216.0059,200.32,#N/A N/A,97.185,198.5449,#N/A N/A,7840.076,7172.504,2054.68,2330.3,1363.9,1865.72
